Cód. Artículo;Descripción;Desc. Adicional;Sinónimo;Código de Barras;Precio;Lista de precios;Fecha de última modificación;Art. carpeta nivel 1
80003213;ARRANQUE SUAVE 30HP;SSW07;SSW07 0045 T5SZ;10194173;1.454.160,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80003215;ARRANQUE SUAVE 60HP;;SSW07 0085 T5SZ;10194175;1.983.067,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80003220;DISPLAY LOCAL HMI SSW07/08;;Local-SSW07/08;10935572;160.025,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80003243;ARRANQUE SUAVE 300HP;;SSW07 0412 T5SH;11043371;4.663.612,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80003748;INTERR DIF. 4X40 300 MA;;RWD300-40-4;25566;69.770,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80003762;MINI CONTAC 3X25A 220VCA;;CWC025-00-30D23;12487383;55.456,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80003774;GUARDAMOTOR 0.63-1A;;MPW18-3-U001;13414342;85.200,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
80006214;CONVERTIDOR DE FREC 7,5HP;;CFW500 C 14P0;15575707;1.484.862,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
81000408;BLOQUE CONTAC AUX 1NA+1NC LAT;;BLB-11;12187899;19.076,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
81000759;RELE DE 7-10A CWB 9-38;;RW27-2D3-U010;19660;52.144,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
81000760;RELE DE 8-12.5A;;RW27-2D3-D125;12140451;52.144,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
81000761;RELE DE 10-15A;;RW27-2D3-U015;12140452;52.144,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
81000762;RELE DE 11-17A;;RW27-2D3-U017;12140453;52.144,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
82000904;INTERRUPTOR COMPACTO 4X400A;;DWB400N400-4DA;12534013;915.782,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
840001017;FUSIBLE NH1-200A ULTRA RAP;;FNH1-200K-A;10809133;91.771,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
84000105;SECC. 3X200A;;S502003PR0;16125979;221.250,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
84000109;LLAVE INT 630 C/MANDO;;;25491;591.102,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
84000204;CONM BAJO CARGA 3X160A;;S5F 0160 3PS0;16126047;449.964,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
84000205;CONM BAJO CARGA 3X125A;;CEC 0125 3PS0;16127669;329.511,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
84000210;CONM BAJO CARGA 3X250A;;CCF 0250 3PS0;16127599;734.538,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
84000253;CONM BAJO CARGA 3X630A;;CCF 0630 3PS0;16127602;1.451.137,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
84000406;SECC. 3X250A;;S502503PR0;16125980;233.756,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
84001000;FUSIBLE NH00-20A ULTRA RAP;;FNH00-20K-A;10687494;27.086,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
84001033;FUSIBLE NH3-630A ULTRA RAP;;FNH3-630K-A;10833101;160.604,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
85001102;SECC. PORTAFUSIBLE 3X250A;;FSW 250-3;11884179;416.785,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
DLWM;CASETINA;;DLWM-18D23P;22155;223.414,0000;LISTA 1;31/1/2024;WEG-INTERMATIC
26319;WTK. CABLE SUBT. 1X185MM2;FLEXBLE - 1.1KV;CSBF1X185;;43.318,0000;LISTA 1;31/1/2024;WENTINCK
26486;WTK. CABLE SUBT. 1X120MM2;;CSBF1X120;;27.588,0000;LISTA 1;31/1/2024;WENTINCK
26655;WTK. CABLE SUBT. 1X150MM2;;CSBF1X150;;35.521,0000;LISTA 1;31/1/2024;WENTINCK
26658;WTK. CABLE DESN. DURO 1X50MM2;;CD1X50;;10.843,0000;LISTA 1;31/1/2024;WENTINCK
26802;WTK. CABLE SUBT. 3X50+25MM2;;CSBF3X50+25;;36.870,0000;LISTA 1;31/1/2024;WENTINCK
26808.;WTK. CABLE SUBT. 3X35+16MM2;;CSBF3X35+16;;26.852,0000;LISTA 1;31/1/2024;WENTINCK
26809;WTK. CABLE SUBT. 1X35MM2;;CSBF1X35;;8.445,0000;LISTA 1;31/1/2024;WENTINCK
26823;WTK. CABLE SUBT. 3X25/16MM2;;CSBF3X25+16;;18.921,0000;LISTA 1;31/1/2024;WENTINCK
26963;WTK. CABLE SUBT. 2X1.5MM2;;CSBF2X1.5;;1.226,0000;LISTA 1;31/1/2024;WENTINCK
26968;WTK. CABLE CMD. 7X1.5MM2;;CCF7X1.50;;3.502,0000;LISTA 1;31/1/2024;WENTINCK
26969;WTK. CABLE SUBT. 4X6MM2;;CSBF4X6;;6.392,0000;LISTA 1;31/1/2024;WENTINCK
26970;WTK. CABLE SUBT. 4X2.50MM2;;CSBF4X2.5;;2.933,0000;LISTA 1;31/1/2024;WENTINCK
26971;WTK. CABLE SUBT. 2X4MM2;;CSBF2X4;;2.598,0000;LISTA 1;31/1/2024;WENTINCK
26993;WTK. CABLE SUBT. 1X95MM2;;CSBF1X95;;22.590,0000;LISTA 1;31/1/2024;WENTINCK
27035;WTK. CABLE SUBT.  1X50MM2;;CSBF1X50;;12.003,0000;LISTA 1;31/1/2024;WENTINCK
27432;WTK. CABLE SUBT. 4X10MM2 + T;;CSBF4X10+T;;13.308,0000;LISTA 1;31/1/2024;WENTINCK
27465;WTK. CABLE CMD. 12X1.5MM2;;CCF12X1.5;;5.934,0000;LISTA 1;31/1/2024;WENTINCK
27536;WTK. CABLE DESN. DURO 1X95MM2;;CD1X95;;20.605,0000;LISTA 1;31/1/2024;WENTINCK
27547;WTK. CABLE DESN. DURO 1X120MM2;;CDU1X120;;26.027,0000;LISTA 1;31/1/2024;WENTINCK
27632;WTK. CABLE SUBT. 1X240MM2;;CSBF1X240;;54.520,0000;LISTA 1;31/1/2024;WENTINCK
27665;WTK. CABLE SUBT.  3X50MM2;;CSBF3X50;;36.870,0000;LISTA 1;31/1/2024;WENTINCK
27666;WTK. CABLE SUBT. 3X25MM2;;CSBF3X25;;6.023,0000;LISTA 1;31/1/2024;WENTINCK
27918;WTK. CABLE DESN. DURO 1X25MM2;;CD1X25;;5.421,0000;LISTA 1;31/1/2024;WENTINCK
27961;WTK. CABLE DESN. DURO 1X35MM2;;CD1X35;;7.473,0000;LISTA 1;31/1/2024;WENTINCK
28157;WTK. CABLE CMD. 7X2.5MM2;;CCF7X2.5;;5.343,0000;LISTA 1;31/1/2024;WENTINCK
28914-;WTK. CABLE SUBT. 4X16MM2;;CSBF4X16;;16.142,0000;LISTA 1;31/1/2024;WENTINCK
28959;WTK. CABLE SUBT. 3X1.5MM2;;CSBF3X1.5;;1.639,0000;LISTA 1;31/1/2024;WENTINCK
28960;WTK. CABLE SUBT. 4X10MM2;;CSBF4X10;;10.363,0000;LISTA 1;31/1/2024;WENTINCK
28961;WTK. CABLE T/T. 3X1.5MM2;;CT3X1.5N;;1.338,0000;LISTA 1;31/1/2024;WENTINCK
29070;WTK. CABLE SUBT. 3X2.5MM2;;CSBF3X2.5;;2.320,0000;LISTA 1;31/1/2024;WENTINCK
29071;WTK. CABLE SUBT. 3X4MM2;;CSBF3X4;;3.592,0000;LISTA 1;31/1/2024;WENTINCK
29072;WTK. CABLE SUBT. 4X1.5MM2;;CSBF4X1.5;;1.985,0000;LISTA 1;31/1/2024;WENTINCK
29073;WTK. CABLE SUBT. 4X4MM2;;CSBF4X4;;4.562,0000;LISTA 1;31/1/2024;WENTINCK
29074;WTK. CABLE T/T. 2X1.5MM2;;CT2X1.5N;;981,0000;LISTA 1;31/1/2024;WENTINCK
29100;WTK. CABLE SUBT. 2X2.5MM2;;CSBF2X2.5;;1.751,0000;LISTA 1;31/1/2024;WENTINCK
29101;WTK. CABLE SUBT. 1X16MM2;;CSBF1X16;;3.949,0000;LISTA 1;31/1/2024;WENTINCK
29102;WTK. CABLE CMD. 12X1.5MM2;;CSBF12X1.5;;5.934,0000;LISTA 1;31/1/2024;WENTINCK
29122;WTK. CABLE SUBT. 3X70+35MM2;;CSBF3X70+35;;51.809,0000;LISTA 1;31/1/2024;WENTINCK
29212;WTK. CABLE SUBT. 4X1.5MM2 +T;;CSBF4X1,5+T;;2.743,0000;LISTA 1;31/1/2024;WENTINCK
29213;WTK. CABLE SUBT. 4X6MM2 + T;;CSBF4X6+T;;8.377,0000;LISTA 1;31/1/2024;WENTINCK
29220;WTK. CABLE UNIP. 1X1.5MM2 MRR.;;CU1X1.5M;;367,0000;LISTA 1;31/1/2024;WENTINCK
29221;WTK. CABLE UNIP. 1X1.5MM2 ROJO;;CU1X1.5R;;367,0000;LISTA 1;31/1/2024;WENTINCK
29222;WTK. CABLE UNIP. 1X1.5MM2 CTE.;;CU1X1.5C;;367,0000;LISTA 1;31/1/2024;WENTINCK
29223;WTK. CABLE UNIP. 1X1.5MM2 NGO.;;CU1X1.5N;;367,0000;LISTA 1;31/1/2024;WENTINCK
29224;WTK. CABLE UNIP. 1X1.5MM2 V/A.;;CU1X1.5V/A;;367,0000;LISTA 1;31/1/2024;WENTINCK
29225;WTK. CABLE UNIP. 1X1.5MM2 BCO.;;CU1X1.5B;;367,0000;LISTA 1;31/1/2024;WENTINCK
29226;WTK. CABLE UNIP. 1X2.5MM2 MRR.;;CU1X2.5M;;591,0000;LISTA 1;31/1/2024;WENTINCK
29227;WTK. CABLE UNIP. 1X2.5MM2 ROJO;;CU1X2.5R;;591,0000;LISTA 1;31/1/2024;WENTINCK
29228;WTK. CABLE UNIP. 1X2.5MM2 CTE.;;CU1X2.5C;;591,0000;LISTA 1;31/1/2024;WENTINCK
29229;WTK. CABLE UNIP. 1X2.5MM2 NGO.;;CU1X2.5N;;591,0000;LISTA 1;31/1/2024;WENTINCK
29230;WTK. CABLE UNIP. 1X2.5MM2 V/A.;;CU1X2.5V/A;;591,0000;LISTA 1;31/1/2024;WENTINCK
29231;WTK. CABLE UNIP. 1X2.5MM2 BCO.;;CU1X2.5B;;591,0000;LISTA 1;31/1/2024;WENTINCK
29232;WTK. CABLE UNIP. 1X4MM2 MRR.;;CU1X4M;;936,0000;LISTA 1;31/1/2024;WENTINCK
29233;WTK. CABLE UNIP. 1X4MM2 ROJO;;CU1X4R;;936,0000;LISTA 1;31/1/2024;WENTINCK
29234;WTK. CABLE UNIP. 1X4MM2 CTE.;;CU1X4C;;936,0000;LISTA 1;31/1/2024;WENTINCK
29235;WTK. CABLE UNIP. 1X4MM2 NGO.;;CU1X4N;;936,0000;LISTA 1;31/1/2024;WENTINCK
29236;WTK. CABLE UNIP. 1X4MM2 V/A.;;CU1X4V/A;;936,0000;LISTA 1;31/1/2024;WENTINCK
29237;WTK. CABLE UNIP. 1X4MM2 BCO.;;CU1X4B;;936,0000;LISTA 1;31/1/2024;WENTINCK
29239;WTK. CABLE SUBT. 2X6MM2;;CSBF2X6MC;;3.669,0000;LISTA 1;31/1/2024;WENTINCK
29240;WTK. CABLE SUBT. 2X10MM2;;CSBF2X10MC;;5.722,0000;LISTA 1;31/1/2024;WENTINCK
29295;WTK. CABLE DESN. DURO 1X6MM2;;CD1X6;;1.315,0000;LISTA 1;31/1/2024;WENTINCK
29323;WTK. CABLE SUBT. 3X120+70MM2;;CSBF3X120+70;;89.160,0000;LISTA 1;31/1/2024;WENTINCK
29350;WTK. CABLE UNIP. 1X25 MM2 V/A;;CU1X25VA;;5.599,0000;LISTA 1;31/1/2024;WENTINCK
29356;WTK. CABLE UNIP. 1X50 MM2 NEGR;;CU1X50N;;11.412,0000;LISTA 1;31/1/2024;WENTINCK
29363;WTK. CABLE UNIP. 1X50 MM2 CELE;;CU1X50C;;11.412,0000;LISTA 1;31/1/2024;WENTINCK
29367;WTK. CABLE SUBT. 3X16MM2;;CSBF3X16;;12.616,0000;LISTA 1;31/1/2024;WENTINCK
29473;WTK. CABLE T/T. 2X2.5MM2;;CT2X2.5N;;1.549,0000;LISTA 1;31/1/2024;WENTINCK
29474;WTK. CABLE T/T. 3X2.5MM2;;CT3X2.5N;;2.164,0000;LISTA 1;31/1/2024;WENTINCK
29475;WTK. CABLE SUBT. 1X70MM2;;CSBF1X70;;17.168,0000;LISTA 1;31/1/2024;WENTINCK
29492;WTK. CABLE SUBT. 3X6MM2;;CSBF3X6;;4.941,0000;LISTA 1;31/1/2024;WENTINCK
29501;WTK. CABLE UNIP. 1X120MM2 BCO.;;CD1X120;;27.243,0000;LISTA 1;31/1/2024;WENTINCK
29507;WTK. CABLE DESN. DURO 1X10MM2;;CDU1X10;;2.509,0000;LISTA 1;31/1/2024;WENTINCK
29508;WTK. CABLE T/T. 4X1.5MM2;;CT4X1.5N;;1.739,0000;LISTA 1;31/1/2024;WENTINCK
29566;WTK. CABLE T/T. 5X2.5MM2;;CT5X2.5N;;4.004,0000;LISTA 1;31/1/2024;WENTINCK
29624;WTK. CABLE T/T. 2X4MM2;;CT2X4N;;2.386,0000;LISTA 1;31/1/2024;WENTINCK
29694;WTK. CABLE T/T. 2X6MM2;;CT2X6N;;3.413,0000;LISTA 1;31/1/2024;WENTINCK
29743-;WTK. CABLE DESN. DURO 1X16MM2;;CD1X16;;3.435,0000;LISTA 1;31/1/2024;WENTINCK
29744;WTK. CABLE SUBT. 3X10MM2;;CSBF3X10;;8.009,0000;LISTA 1;31/1/2024;WENTINCK
29771;WTK. CABLE SUBT. 2X16MM2;;CSBF2X16MC;;8.991,0000;LISTA 1;31/1/2024;WENTINCK
30030;WTK. CABLE SUBT. 3X95+50MM2;;CSBF3X95+50;;70.361,0000;LISTA 1;31/1/2024;WENTINCK
30263;WTK. CABLE SUBT. 1X10MM2;;CSBF1X10;;2.521,0000;LISTA 1;31/1/2024;WENTINCK
30448;WTK. CABLE DESN. DURO 1X70MM2;;CD1X70;;15.004,0000;LISTA 1;31/1/2024;WENTINCK
30476;WTK. CABLE SUBT. 4X4MM2 + T;;CSBF4X4+T;;5.666,0000;LISTA 1;31/1/2024;WENTINCK
30477;WTK. CABLE UNIP. 1X16MM2 ROJO;;CU1X16R;;3.580,0000;LISTA 1;31/1/2024;WENTINCK
30478;WTK. CABLE T/T. 4X6MM2;;CT4X6N;;6.392,0000;LISTA 1;31/1/2024;WENTINCK
30479;WTK. CABLE UNIP. 1X10MM2 ROJO;;CU1X10R;;2.263,0000;LISTA 1;31/1/2024;WENTINCK
30520;WTK. CABLE SUBT.  1X25 MM2;;CSBF1X25;;6.023,0000;LISTA 1;31/1/2024;WENTINCK
30754;WTK. CABLE SUBT. 3X35MM2;FLEXBLE - 1.1KV;CSBF3X35;;26.852,0000;LISTA 1;31/1/2024;WENTINCK
30950;WTK. CABLE T/T. 4X2.5MM2;EXT. FLEXIBLE -1.1KV;CT4X2.5N;;2.799,0000;LISTA 1;31/1/2024;WENTINCK
31031;WTK. CABLE UNIP. 1X10MM2 CELE;FLEXIBLE - 450/750V;CU1X10C;;2.263,0000;LISTA 1;31/1/2024;WENTINCK
31032;WTK. CABLE UNIP. 1X10MM2 NEGRO;FLEXIBLE - 450/750V;CU1X10N;;2.263,0000;LISTA 1;31/1/2024;WENTINCK
31033;WTK. CABLE UNIP. 1X10MM2 V/A;FLEXIBLE - 450/750V;CU1X10V/A;;2.263,0000;LISTA 1;31/1/2024;WENTINCK
31034;WTK. CABLE UNIP. 1X35MM2 V/A;FLEXIBLE - 450/750V;CU1X35V/A;;7.775,0000;LISTA 1;31/1/2024;WENTINCK
31035;WTK. CABLE UNIP. 1X6MM2 CELE;FLEXIBLE - 450/750V;CU1X6C;;1.382,0000;LISTA 1;31/1/2024;WENTINCK
31036;WTK. CABLE UNIP. 1X6MM2 MARRON;FLEXIBLE - 450/750V;CU1X6M;;1.382,0000;LISTA 1;31/1/2024;WENTINCK
31037;WTK. CABLE UNIP. 1X6MM2 NEGRO;FLEXIBLE - 450/750V;CU1X6N;;1.382,0000;LISTA 1;31/1/2024;WENTINCK
31038;WTK. CABLE UNIP. 1X6MM2 ROJO;FLEXIBLE - 450/750V;CU1X6R;;1.382,0000;LISTA 1;31/1/2024;WENTINCK
31045;WTK. CABLE UNIP. 1X1MM2 BLANCO;FLEXIBLE - 450/750V;CU1X1B;;267,0000;LISTA 1;31/1/2024;WENTINCK
31046;WTK. CABLE UNIP. 1X1MM2 CELE;FLEXIBLE - 450/750V;CU1X1C;;267,0000;LISTA 1;31/1/2024;WENTINCK
31047;WTK. CABLE UNIP. 1X1MM2 NEGRO;FLEXIBLE - 450/750V;CU1X1N;;267,0000;LISTA 1;31/1/2024;WENTINCK
31048;WTK. CABLE UNIP. 1X1MM2 ROJO;FLEXIBLE - 450/750V;CU1X1R;;267,0000;LISTA 1;31/1/2024;WENTINCK
31049;WTK. CABLE UNIP. 1X1MM2 MARRON;FLEXIBLE - 450/750V;CU1X1M;;267,0000;LISTA 1;31/1/2024;WENTINCK
31051;WTK. CABLE UNIP. 1X10MM2 MARRO;FLEXIBLE - 450/750V;CU1X10M;;2.263,0000;LISTA 1;31/1/2024;WENTINCK
31224;WTK. CABLE UNIP. 1X6MM2 V/A;FLEXIBLE - 450/750V;CU1X6V/A;;1.382,0000;LISTA 1;31/1/2024;WENTINCK
31225;WTK. CABLE SUBT. 4X2.5MM2 + T;;CSBF4X2.5+T;;3.804,0000;LISTA 1;31/1/2024;WENTINCK
31237;WTK. CABLE T/T. 5X1.5MM2;;CT5X1.5N;;2.543,0000;LISTA 1;31/1/2024;WENTINCK
31283;WTK. CABLE SUBT. 1X300MM2;;CSBF1X300;;70.841,0000;LISTA 1;31/1/2024;WENTINCK
31422;WTK. CABLE UNIP. 1X25MM2 NEGRO;;CU1X25N;;5.599,0000;LISTA 1;31/1/2024;WENTINCK
31426;WTK. CABLE SUBT. 5X10MM2 + T;;CSBF5X10+T;;13.308,0000;LISTA 1;31/1/2024;WENTINCK
21880;N4-MPXH CENTRAL 4 ZONAS;;N4-MPXH;P1101216;94.605,0000;LISTA 1;9/1/2024;X28
21881;N8-MPXH CENTRAL 8 ZONAS;;N8-MPXH;P1101217;104.533,0000;LISTA 1;9/1/2024;X28
21882;N16-MPXH CENTRAL 16 ZONAS;;N16-MPXH;P1101218;121.267,0000;LISTA 1;9/1/2024;X28
21883;N32-MPXH CENTRAL 32 ZONAS;;N32-MPXH;P1101219;155.684,0000;LISTA 1;9/1/2024;X28
21884;T4 L-MPXH TECLADO 4 ZONAS;MENSAJES HABLADOS;T4L;P1103009;71.901,0000;LISTA 1;9/1/2024;X28
21885;T8 L-MPXH TECLADO 8 ZONAS;MENSAJES HABLADOS;T8 L-MPXH;P1103011;71.901,0000;LISTA 1;9/1/2024;X28
21886;T LCD-MPXH TECLADO LCD;MENSAJES HABLADOS;TLCD;P1103013;91.983,0000;LISTA 1;9/1/2024;X28
21888;TX 4R TRANSMISOR REGISTRABLE;4 CANALES;TX4R;P1106045;22.479,0000;LISTA 1;9/1/2024;X28
21889;MD 50R DET INFRARROJO DIGITAL;C/ROTULA;MD 50R;P1113104;25.938,0000;LISTA 1;9/1/2024;X28
21890;MD 85R-MPXH INFRARROJO DIGITAL;CRUCE, PS;MD 85R-MPXH;P1113243;19.966,0000;LISTA 1;4/1/2024;X28
21893;S 16 L-MPXH SIRENA BAJO CONSUM;Y LUZ DE EMERG.;S 16 L-MPXH;P1108152;26.775,0000;LISTA 1;9/1/2024;X28
21895;MPI COM20-MPXH MODULO PLUG IN;;MPI COM20-MPXH;P1116220;160.593,0000;LISTA 1;31/1/2024;X28
21896;MPI 2026-MPXH MODULO PLUG IN;;MPI 2026-MPXH;P1116213;56.394,0000;LISTA 1;9/1/2024;X28
21897;BATERIA B 127N12V 7Ah;NARUMI;B 127N;P1100100;36.870,0000;LISTA 1;9/1/2024;X28
21905;SMAGB-MPXH V2 SENSOR PROGRAMAB;BLANCO;SMAGB-MPXH;P1109023;18.463,0000;LISTA 1;9/1/2024;X28
21906;SMAGE-MPXH SENSOR PROGRAMABLE;EMBUTIR;SMAGE-MPXH;P1109021;20.209,0000;LISTA 1;9/1/2024;X28
21991;SMSM SENSOR MAGNETICO LINEA S;AUTOAD. MARRON;SMSM;P1109011;4.841,0000;LISTA 1;9/1/2024;X28
21992;SMSB SENSOR MAGNETICO LINEA S;AUTOAD. BEIGE;SMSB;P1109012;4.841,0000;LISTA 1;9/1/2024;X28
21993;SMCM SENSOR MAGNETICO CABLEADO;MARRON;SMCM;P1109026;4.294,0000;LISTA 1;9/1/2024;X28
21994;SMCB SENSOR MAGNETICO CABLEADO;BEIGE;SMCB;P1109025;4.294,0000;LISTA 1;9/1/2024;X28
21995;M 300 DETECTOR INFRARROJO;;M 300;P1113103;20.805,0000;LISTA 1;9/1/2024;X28
21997;E3P8Z-MPXH EXPANSIÓN 3 PARTIC.;8 Zonas;E3P8Z-MPXH;P1112025;42.003,0000;LISTA 1;9/1/2024;X28
21998;V 500T-MPXH DETECTOR ROTURA DE;VIDRIOS;V 500T-MPXH;P1111203;26.328,0000;LISTA 1;9/1/2024;X28
22121;SMAGM-MPXH V2 SENSOR PROGRAMAB;MARRON;SMAGM-MPXH;P1109024;18.463,0000;LISTA 1;9/1/2024;X28
22122;MPI 3025-MPXH MODULA PLUG IN;MONITOREO 3025;MPI 3025-MPXH;P1116222;38.209,0000;LISTA 1;9/1/2024;X28
22123;FOTCEL-MPXH FOTOCELULA;;FOTCEL-MPXH;P1112035;24.655,0000;LISTA 1;9/1/2024;X28
22125;S 15P SIRENA 15W INTERIOR;;S 15P;P1108101;18.075,0000;LISTA 1;9/1/2024;X28
22126;SLE-MPXH SEÑALIZACION LIMINOSA;EXTERIOR;SLE-MPXH;P1108111;18.853,0000;LISTA 1;9/1/2024;X28
22128;GABINETE MCE128H;;MCE128H;RPG01909;4.781,0000;LISTA 1;9/1/2024;X28
22194;COM20-MPXHv2 CONTROLADOR BACK;AUTOMATIZADOR SMS;COM20-MPXH;P1116247;160.593,0000;LISTA 1;31/1/2024;X28
22195;TX 200S TRANSMISOR 1 CANAL;20101;TX200S;P1106029;21.698,0000;LISTA 1;9/1/2024;X28
22196;TX 2R-RC;;TX 2R-RC;P1106082;21.531,0000;LISTA 1;9/1/2024;X28
22197;GABINETE TECLADO T4M;;T4M;RPG00206;8.639,0000;LISTA 1;9/1/2024;X28
22238;MD 65-MPXH DET INFRARROJO DIG.;PROGRAMABLE;MD 65-MPXH;P1113204;32.687,0000;LISTA 1;9/1/2024;X28
22239;MD 70W DET INFRARROJO DIGITAL;INALAMBRICO;MD 70W;P1113230;52.211,0000;LISTA 1;9/1/2024;X28
22240;MVD 50RT DET INFRARROJO Y ROTU;VIDRIOS;MVD 50RT;P1113107;37.763,0000;LISTA 1;9/1/2024;X28
22241;GABINETE S42A;;S42A;RPG01400;12.579,0000;LISTA 1;9/1/2024;X28
22437;MGW CONCENTRADOR SENSORES;INALAMBRICO;MGW;P1112015;37.651,0000;LISTA 1;9/1/2024;X28
22457;BIR 445T-MPXH BARRERA INFRARR.;40 M TAMPER;BIR 445T-MPXH;P1110213;74.746,0000;LISTA 1;9/1/2024;X28
22569;SMP SENSOR P/PORTON MAGNET.;BLINDADO;SMP;P1109013;17.570,0000;LISTA 1;9/1/2024;X28
22570;CMAGT-MPXH CONCENTRADOR DE;SENSORES MAGNET.;CMAGT-MPXH;P1112017;24.655,0000;LISTA 1;9/1/2024;X28
22572;MBEEPR RC-MPXH;;MBEEPR RC-MPXH;P1105234;41.444,0000;LISTA 1;9/1/2024;X28
22661;E1P4Z-MPXH EXPANSION 1 PART.;4 ZONAS;E1P4Z-MPXH;P1112020;17.515,0000;LISTA 1;9/1/2024;X28
22667;4027-MPXH V2 COMUNICADOR MONIT;GPRS PARA X-28;4027-MPXH;P1116246;150.720,0000;LISTA 1;9/1/2024;X28
22670;MD 85PRT-MPXH INFRARROJO DIGIT;MASCOTA, PS;MD 85PRT-MPXH;P1113246;54.082,0000;LISTA 1;4/1/2024;X28
22674;BIR 115T-MPXH BARRERA INFRARRO;10 M TAMPER;BIR 115T-MPXH;P1110211;42.114,0000;LISTA 1;9/1/2024;X28
22675;BIR 110 BARRERA INFRARROJA 10M;;BIR 110;P1110105;36.926,0000;LISTA 1;9/1/2024;X28
22677;TX 400S TX TRANSMISOR2 CANALES;20301;TX400S;P1106030;23.371,0000;LISTA 1;9/1/2024;X28
22678;MAGIC T4-MPXH;;MAGIC T4-MPXH;P1102039;34.639,0000;LISTA 1;9/1/2024;X28
22679;MAGIC T3-MPXH;;MAGIC T3-MPXH;P1102038;33.635,0000;LISTA 1;9/1/2024;X28
22680;MAGIC T2-MPXH;;MAGIC T2-MPXH;P1102037;31.739,0000;LISTA 1;9/1/2024;X28
22681;MAGIC T1-MPXH;;MAGIC T1-MPXH;P1102036;30.065,0000;LISTA 1;9/1/2024;X28
22699;PILA LI BLISTER;;BAT00535;;3.592,0000;LISTA 1;31/1/2024;X28
22700;PILA 12V A27 BLISTER;;BAT00525;P1400125;1.449,0000;LISTA 1;9/1/2024;X28
22776;T3W AR MINI TECLADO INALAMB.;;T3W AR;P1102315;35.532,0000;LISTA 1;9/1/2024;X28
22777;BIR 440T BARRERA EXTERIOR;4 HACES. 40M;BIR 440T;P1110107;68.833,0000;LISTA 1;9/1/2024;X28
22779;2026-MPXH V2 LLAMADOR TELEFONI;;2026-MPXH;P1116234;60.131,0000;LISTA 1;9/1/2024;X28
22816;DCLTEL-MPXH DETECTOR CORTE;LÍNEA TELEFÓNICA;DCLTEL-MPXH;P1112010;11.545,0000;LISTA 1;9/1/2024;X28
23019;TM 4-MPXH MINI TECLADO 4 ZONAS;;TM 4-MPXH;P1102206;52.824,0000;LISTA 1;9/1/2024;X28
23021;GEC-MPXH GENERADOR DE EVENTOS;P/COM;GEC-MPXH;P1112000;17.570,0000;LISTA 1;9/1/2024;X28
23022;SMAGB W MAGNETICO INALAMBRICO;BLANCO;SMAGB W ;P1112013;34.472,0000;LISTA 1;9/1/2024;X28
23517;DS 186-MPXH;;DS 186-MPXH;P1115234;66.100,0000;LISTA 1;9/1/2024;X28
23594;MVD 85RT-MPXH INFRARROJO;Y ROTURA DE VIDRIOS;MVD 85RT-MPXH;P1113247;43.601,0000;LISTA 1;4/1/2024;X28
23619;S 55A SIRENA EXTERIOR;;S 55A;P1108145;52.322,0000;LISTA 1;9/1/2024;X28
23620;S 65A-MPXH SIRENA PLAST;;S 65A-MPXH;P1108149;49.867,0000;LISTA 1;9/1/2024;X28
23632;3027-MPXH V2 C/CARTEL;;3027-MPXH;P1116244/Cartel;44.680,0000;LISTA 1;9/1/2024;X28
23849;MCA R-MPXH CONTROL DE ACCESO;;MCA R-MPXH;P1112034;33.133,0000;LISTA 1;9/1/2024;X28
23909;UBEEP 400 CONJUNTO UBEEP 2R;+ 2 TX 400S;UBEEP 400;P1105220;78.483,0000;LISTA 1;9/1/2024;X28
23932;PC 6002 MINI PANEL DE CONTROL;P/6002W;PC 6002;P1102102;38.823,0000;LISTA 1;4/1/2024;X28
23961;MD 96PRL-MPXH;;MD 96PRL-MPXH;P1113249;38.767,0000;LISTA 1;9/1/2024;X28
23994;T16 L-MPXH TECLADO 16 ZONAS;MENSAJES HABLADOS;T16 L-MPXH;P1103012;76.921,0000;LISTA 1;9/1/2024;X28
23995;BIR 235T-MPXH BARRERA INFRARRO;30M TAMPER;BIR 235T-MPXH;P1110212;67.048,0000;LISTA 1;9/1/2024;X28
